sbj_id,acc_x,acc_y,acc_z,label
0,-0.97876,2.01685,-0.52441,jumping
0,-2.4397,3.01245,0.41968,jumping
0,-1.5166,1.96655,0.08105,jumping
0,-2.07251,0.86255,-0.0249,jumping
0,-1.96899,-0.71313,-0.37817,jumping
0,-0.99048,-0.73584,-0.9165,jumping
0,0.05298,-0.96777,-1.229,jumping
0,1.54004,-1.48315,-0.57275,jumping
0,2.70972,0.06152,-0.56055,jumping
0,2.10767,1.32837,-0.91602,jumping
0,-0.05371,0.76123,0.01758,jumping
0,-0.23657,-0.17798,0.30029,jumping
0,-0.03052,-0.58398,-0.0105,jumping
0,-0.16992,-0.49316,-0.07227,jumping
0,1.1875,-0.39282,-0.17847,jumping
0,2.34424,-0.05591,0.01538,jumping
0,2.50366,1.44824,-0.24756,jumping
0,2.01343,0.69556,-0.44556,jumping
0,0.05664,-0.12915,-0.04272,jumping
0,-0.34424,-0.10278,-0.16016,jumping
0,0.06274,-0.47192,-0.2041,jumping
0,-0.12476,-0.26172,0.14258,jumping
0,0.95532,-0.76563,0.08691,jumping
0,2.17065,-0.2312,-0.16382,jumping
0,2.72168,1.42651,-0.78027,jumping
0,1.79102,1.40405,-0.69897,jumping
0,-0.07568,0.21143,0.23486,jumping
0,-0.42725,-0.30591,0.22998,jumping
0,-0.01367,-0.56616,-0.1145,jumping
0,-0.04175,-0.22534,-0.03589,jumping
0,0.98218,-0.2395,0.00854,jumping
0,2.07007,-0.83765,-0.46289,jumping
0,2.64648,-0.44434,-0.65259,jumping
0,2.08691,0.27856,-0.69531,jumping
0,0.23486,0.44727,-0.37329,jumping
0,-0.29736,0.23022,0.21924,jumping
0,0.00342,0.01099,0.06616,jumping
0,-0.18018,-0.38501,0.05005,jumping
0,0.7395,-1.12622,-0.15991,jumping
0,1.85034,-0.89917,-0.51123,jumping
0,2.41821,0.95483,-0.94727,jumping
0,2.16675,1.26318,-0.75146,jumping
0,0.19971,0.1394,0.27051,jumping
0,-0.3374,-0.2937,0.34106,jumping
0,-0.11084,0.08569,0.16431,jumping
0,0.63062,-0.34253,-0.20166,jumping
0,1.77686,-1.49976,-0.51123,jumping
0,2.31494,0.46509,-1.09644,jumping
0,2.17871,0.9978,-0.97998,jumping
0,1.01367,0.05542,-0.22754,jumping
0,-0.37061,-0.02051,0.24854,jumping
0,-0.11475,-0.32373,0.10913,jumping
0,0.03223,-0.11084,0.04004,jumping
0,0.16455,-0.21777,0.4082,jumping
0,1.5896,-1.35522,-0.7666,jumping
0,2.44507,-0.53345,-1.6814,jumping
0,1.92871,0.63281,-1.11572,jumping
0,0.22803,0.09888,-0.06274,jumping
0,-0.21948,0.19873,0.31299,jumping
0,-0.01318,-0.12061,0.19409,jumping
0,0.00342,-0.03052,0.07471,jumping
0,1.29346,-0.96313,-0.4856,jumping
0,2.45605,-0.99976,-1.18091,jumping
0,2.35742,0.57593,-1.48438,jumping
0,0.20679,0.40112,-0.21021,jumping
