sbj_id,acc_x,acc_y,acc_z,label
3,-2.32495,2.64233,-1.49585,jumping
3,-1.74048,2.54102,-0.37646,jumping
3,0.15063,0.96753,0.13843,jumping
3,0.38989,-0.40381,0.10791,jumping
3,0.0769,-0.17773,0.18555,jumping
3,-1.38281,0.25024,-0.32593,jumping
3,-0.6438,-0.09521,0.16553,jumping
3,0.73022,-1.28271,0.54321,jumping
3,0.07983,-1.00244,0.39722,jumping
3,-0.03735,1.02808,0.3501,jumping
3,-0.27832,2.21973,-0.41724,jumping
3,1.50488,2.43799,-2.53882,jumping
3,2.6167,1.98193,-2.88403,jumping
3,1.57935,1.99219,-1.42529,jumping
3,0.53833,0.5144,-0.42017,jumping
3,-0.0022,-0.05298,0.10693,jumping
3,-0.43945,0.46289,0.0415,jumping
3,-1.17773,0.11353,0.03931,jumping
3,0.7793,-0.6416,0.09937,jumping
3,0.27563,-1.14844,0.18066,jumping
3,0.11084,0.15308,-0.22437,jumping
3,0.71484,1.0354,-0.09619,jumping
3,1.06201,1.19531,-1.20703,jumping
3,2.64282,1.14478,-2.48193,jumping
3,2.64673,0.97266,-1.9209,jumping
3,1.32324,0.82031,-1.09375,jumping
3,0.34058,-0.1084,-0.21753,jumping
3,0.0127,0.20483,0.12646,jumping
3,-1.88037,0.44531,-0.3833,jumping
3,-0.1875,-0.42749,0.14648,jumping
3,0.6897,-1.89844,0.70996,jumping
3,0.30054,-0.41699,0.01807,jumping
3,0.80078,1.38965,-0.09302,jumping
3,0.70264,0.87256,-0.62817,jumping
3,2.44312,0.53174,-2.1665,jumping
3,3.63257,0.65552,-2.00562,jumping
3,2.1897,0.3877,-1.00317,jumping
3,0.36523,-0.00513,-0.3335,jumping
3,-0.18481,0.30542,0.23682,jumping
3,-1.52734,0.77759,-0.09961,jumping
3,-0.33813,-0.30786,0.2229,jumping
3,0.97632,-1.26831,0.24927,jumping
3,0.15454,-0.875,0.05005,jumping
3,0.5459,0.177,-0.28076,jumping
3,0.94263,1.0564,-0.21265,jumping
3,1.96387,0.55811,-0.86084,jumping
3,3.2981,-0.03101,-1.80835,jumping
3,2.80347,-0.0625,-1.39014,jumping
3,1.06152,0.12866,-0.43188,jumping
3,0.27905,0.02002,0.14038,jumping
3,-0.29565,0.35059,-0.06445,jumping
3,-1.52051,0.21387,-0.20581,jumping
3,0.94995,-1.11133,0.37427,jumping
3,0.70142,1.2854,0.10742,jumping
3,1.01855,1.4751,-1.92578,jumping
3,2.42188,0.87329,-3.05859,jumping
3,2.29102,0.59644,-1.92554,jumping
3,1.3291,0.36646,-0.83569,jumping
3,0.48242,-0.20386,-0.12622,jumping
3,0.00293,0.24756,0.08594,jumping
3,-1.83838,0.7627,-0.05518,jumping
3,0.01855,-0.34717,-0.21094,jumping
3,1.01416,-2.14746,-0.39795,jumping
3,0.45874,-0.45825,-0.23022,jumping
3,0.80737,0.93164,0.09229,jumping
3,1.30054,0.28784,-0.42285,jumping
3,1.8418,-0.52417,-1.10962,jumping
3,2.45166,-0.95337,-1.65259,jumping
3,2.3147,-1.15186,-1.12231,jumping
3,0.36743,-0.83862,-0.1897,jumping
3,-0.87793,0.21021,-0.01587,jumping
3,-1.26465,0.32568,0.13843,jumping
3,-0.63232,0.2666,0.07544,jumping
3,0.95752,-0.76782,-0.25,jumping
3,2.90918,-1.21045,-0.79126,jumping
3,2.94336,-0.65771,-0.8938,jumping
3,0.90601,-0.146,-0.57837,jumping
3,-0.38013,0.22388,-0.03027,jumping
3,-0.30371,0.05347,0.22437,jumping
3,-0.16772,0.05615,0.0415,jumping
3,0.23828,0.09009,-0.30371,jumping
3,2.38354,-0.37476,-1.01172,jumping
3,3.11401,-0.41699,-1.30957,jumping
3,1.37231,0.13037,-0.79834,jumping
3,-0.15259,0.48999,-0.12549,jumping
3,-0.43091,-0.01392,0.15674,jumping
3,-0.08594,-0.17578,0.04248,jumping
3,-0.26807,0.25195,-0.1438,jumping
3,0.96313,0.55884,-0.73511,jumping
3,2.90942,-1.46045,-1.46045,jumping
3,2.31079,-3.14819,-1.00049,jumping
3,0.15894,-1.04688,0.04614,jumping
3,-1.77148,1.01807,0.31104,jumping
3,-1.49316,0.90332,0.0686,jumping
3,-0.52393,-0.72388,-0.38062,jumping
3,2.36035,-1.57031,-0.76733,jumping
3,2.44409,-0.38916,-0.9397,jumping
3,0.57764,-0.48389,0.323,jumping
3,-0.91406,-0.86938,0.99512,jumping
3,-1.99512,0.33423,0.41016,jumping
3,-1.78613,2.23364,-0.51514,jumping
3,-1.03735,3.85425,-1.48486,jumping
3,-1.04004,5.0437,-0.64136,jumping
3,-1.21704,3.14941,-0.05347,jumping
3,0.13794,0.05518,0.11548,jumping
3,-0.01978,-0.3374,0.06616,jumping
3,-0.71875,0.0564,0.06909,jumping
3,-1.76245,0.97241,0.44336,jumping
3,-1.02197,-0.00684,0.00073,jumping
3,0.98682,-1.9209,-0.73633,jumping
3,1.59497,-1.16992,-0.81714,jumping
3,0.14038,0.71973,0.33716,jumping
3,-0.88232,0.83179,0.59888,jumping
3,-0.97485,0.82251,-0.18677,jumping
3,-0.70703,2.15918,-1.33276,jumping
3,-0.13281,4.0874,-2.23218,jumping
3,-1.12427,5.10059,-1.48511,jumping
3,-0.80591,2.4834,-0.2124,jumping
3,0.1272,-0.13477,0.12891,jumping
3,-0.22461,-0.11157,0.02393,jumping
3,-1.20703,0.28735,0.23608,jumping
3,-1.3562,0.64551,0.29834,jumping
3,-0.20068,-0.47021,0.03149,jumping
3,1.56201,-2.40601,0.00879,jumping
3,1.31104,-0.14014,-0.64185,jumping
3,0.75903,0.95996,-0.58179,jumping
3,1.17773,0.55566,-0.3064,jumping
3,1.0,0.48901,-0.77319,jumping
3,1.29077,-0.18237,-1.15283,jumping
3,1.41089,-0.12964,-1.42212,jumping
3,1.46118,-0.2168,-0.98047,jumping
3,0.1333,0.33398,-0.03809,jumping
3,-1.54395,0.23535,1.26099,jumping
3,-0.5564,0.02246,0.47754,jumping
3,0.14282,0.16772,-0.32617,jumping
3,-0.75293,1.72681,-1.41211,jumping
3,-1.90015,2.98486,-1.79565,jumping
3,-1.55444,1.99927,-0.26318,jumping
3,0.58618,0.75537,0.12988,jumping
3,0.51416,0.75781,-0.38745,jumping
3,-0.04614,2.39575,-1.18164,jumping
3,-1.47632,4.1521,-1.00269,jumping
3,-0.0188,2.19849,-0.32568,jumping
3,0.56641,-0.1377,-0.28467,jumping
3,-0.44775,-0.33496,-0.24316,jumping
3,-1.74683,0.51855,0.33643,jumping
3,-1.30078,0.2627,0.27856,jumping
3,0.71265,-1.41724,-0.05396,jumping
3,0.4873,-0.93164,-0.09106,jumping
3,0.23486,1.02759,0.1582,jumping
3,-1.03027,1.44507,-0.0376,jumping
3,-1.33643,1.23535,-0.82422,jumping
3,-0.24121,2.68115,-1.40576,jumping
3,-0.3501,3.86694,-1.96753,jumping
3,-1.41162,4.07129,-1.48535,jumping
3,-0.41699,1.78735,-0.00806,jumping
3,0.16821,-0.33203,0.19653,jumping
3,-0.3396,0.21387,-0.07471,jumping
3,-1.76196,0.89136,0.33423,jumping
3,-0.46021,-0.47266,0.23657,jumping
3,0.94189,-2.08081,-0.03394,jumping
3,-0.50684,0.01318,0.36621,jumping
3,-0.43652,1.57007,0.49829,jumping
3,-1.00464,1.5874,-0.07031,jumping
3,-1.0271,2.22705,-1.05444,jumping
3,0.25439,3.50464,-1.98779,jumping
3,-0.96826,4.91919,-0.57959,jumping
3,0.19678,0.12158,0.1936,jumping
3,-1.22925,0.51318,0.39551,jumping
3,-1.44775,0.49341,0.18213,jumping
3,0.48389,-1.47925,-0.39136,jumping
3,0.01318,-1.14307,-0.23779,jumping
3,0.0188,0.62427,0.46069,jumping
3,-0.22363,1.18823,0.39038,jumping
3,-0.89209,1.77515,-0.11401,jumping
3,1.32007,3.90747,-1.05884,jumping
3,0.79272,5.12866,-1.54126,jumping
3,-0.33789,2.71387,-0.7019,jumping
3,-0.00586,0.67944,-0.12744,jumping
3,0.00537,-0.09204,-0.01074,jumping
3,-0.25708,0.19751,0.09473,jumping
3,-1.49072,0.90454,0.18994,jumping
3,-0.28955,-0.47241,0.14697,jumping
3,0.67383,-2.64209,-0.47095,jumping
3,-0.26733,0.64111,0.3999,jumping
3,-0.29712,2.05322,0.60352,jumping
3,-0.24902,1.0459,-0.79614,jumping
3,0.06836,1.79639,-1.58276,jumping
3,0.84399,3.15015,-2.31299,jumping
3,-0.61304,4.354,-2.20581,jumping
3,-0.44556,1.46924,-0.76953,jumping
3,0.35181,0.34644,0.07007,jumping
3,-0.05078,0.19214,0.09253,jumping
3,-0.95654,0.17651,0.27417,jumping
3,-1.25366,0.54907,0.06055,jumping
3,0.48877,-1.88794,-0.23486,jumping
3,0.21948,-1.00635,-0.1228,jumping
3,-0.31299,1.69019,0.3667,jumping
3,-0.35278,1.07471,0.14185,jumping
3,-0.58618,1.37695,-0.55396,jumping
3,0.48853,3.27271,-1.5835,jumping
3,-0.31299,4.86182,-1.86572,jumping
3,-1.31958,2.72778,-1.10278,jumping
3,-0.4292,0.81323,-0.24097,jumping
3,-0.11499,0.72095,0.31274,jumping
3,-0.34131,-0.17944,0.35156,jumping
3,-1.3208,0.72925,0.17212,jumping
3,0.07983,-0.97534,-0.02319,jumping
3,0.52832,-1.29688,-0.04492,jumping
3,-0.18628,1.27783,0.2019,jumping
3,0.03467,0.98755,-0.10083,jumping
3,-0.3855,1.08862,-0.61719,jumping
3,1.22437,3.40161,-1.65332,jumping
3,1.22998,4.20337,-2.21021,jumping
3,0.25659,2.22803,-1.27222,jumping
3,0.2373,0.53345,-0.29785,jumping
3,0.23511,-0.07007,-0.16187,jumping
3,-0.78467,0.45459,0.05811,jumping
3,-1.67627,0.78906,0.46826,jumping
3,0.16675,-0.77563,0.24731,jumping
3,0.44482,-2.06958,-0.27051,jumping
3,-0.00854,0.64893,-0.09619,jumping
3,-0.1355,1.8772,0.09839,jumping
3,-0.14697,1.36743,-0.22729,jumping
3,0.91406,2.25049,-1.12964,jumping
3,1.14404,3.82153,-1.5498,jumping
3,0.36646,4.13745,-0.94507,jumping
3,0.08032,1.19409,-0.41626,jumping
3,0.21167,-0.19775,-0.10742,jumping
3,-0.271,0.22339,-0.04224,jumping
3,-1.41699,0.75366,0.0,jumping
3,-0.22705,0.04858,0.21216,jumping
3,0.66431,-1.64819,-0.29565,jumping
3,0.14282,-0.37964,-0.27808,jumping
3,-0.21533,1.29688,0.44263,jumping
3,-0.69653,1.35645,-0.22266,jumping
3,0.24438,2.25293,-1.27197,jumping
3,1.42822,3.01025,-2.05884,jumping
3,0.86353,3.72656,-1.95825,jumping
3,0.30981,2.14355,-1.03271,jumping
3,0.53662,-0.03735,-0.20166,jumping
3,-0.13135,0.27856,0.08643,jumping
3,-1.6377,0.96436,0.21997,jumping
3,-1.2019,0.09937,0.24121,jumping
3,0.73486,-2.28296,-0.69019,jumping
3,0.3728,-0.68628,-0.62207,jumping
3,0.1123,1.16675,0.65454,jumping
3,0.27393,0.94971,0.43018,jumping
3,0.80444,1.83838,-0.3894,jumping
3,2.62305,2.65234,-1.30859,jumping
3,3.16211,2.70337,-0.90869,jumping
3,1.53442,1.19897,-0.25488,jumping
3,0.22021,0.1665,-0.28149,jumping
3,-0.25146,0.19458,0.0769,jumping
3,-1.24609,0.44238,0.04443,jumping
3,-0.87085,0.43359,0.21997,jumping
3,0.65308,-1.46191,-0.58521,jumping
3,0.33691,-1.40576,-0.65796,jumping
3,0.46802,1.19604,0.56079,jumping
3,1.00317,1.13037,0.43457,jumping
3,1.15967,0.79346,-0.44971,jumping
3,1.27344,0.80371,-0.8728,jumping
3,1.88574,2.27539,-1.02563,jumping
3,2.10474,2.12671,-1.40015,jumping
3,1.11865,0.4502,-0.41577,jumping
3,0.7356,0.05811,0.18848,jumping
3,-0.12573,0.12451,-0.01904,jumping
3,-1.47192,0.91431,0.05151,jumping
3,0.27173,-0.44995,-0.27637,jumping
3,0.39819,-1.0896,-0.49927,jumping
3,0.19238,0.19385,-0.20972,jumping
3,1.13062,0.92139,-0.00977,jumping
3,0.66284,0.50244,-0.24683,jumping
3,0.71753,0.18799,-0.27466,jumping
3,1.38306,0.40771,-1.22363,jumping
3,2.81226,1.78613,-2.97363,jumping
3,2.64941,1.64624,-1.86377,jumping
3,1.25806,0.00708,-0.32324,jumping
3,-0.06201,-0.51758,-0.03906,jumping
3,-1.58911,0.54395,0.02734,jumping
3,-1.57422,0.79419,-0.0083,jumping
3,-0.58301,-0.31616,0.43726,jumping
3,1.99194,0.17578,-1.21777,jumping
3,1.9519,1.1123,-1.73267,jumping
3,2.07178,1.25879,-1.91895,jumping
3,2.19922,1.03613,-1.82031,jumping
3,1.68091,0.2373,-1.12964,jumping
3,0.58862,-0.36011,-0.14404,jumping
3,-0.08203,-0.14209,0.10205,jumping
3,-1.19385,0.45288,0.2876,jumping
3,-1.76392,0.59082,0.28296,jumping
3,-0.93237,-0.31104,0.15625,jumping
3,0.26611,-0.30737,0.13037,jumping
3,1.0188,-0.22681,-0.02002,jumping
3,0.00537,1.99487,-0.27637,jumping
3,-0.41211,3.93945,-1.1582,jumping
3,0.97388,3.177,-1.95166,jumping
3,0.88062,3.71021,-1.83765,jumping
3,0.35742,3.20703,-1.00928,jumping
3,0.13892,0.56763,-0.22485,jumping
3,0.00854,-0.74683,0.30981,jumping
3,-0.60083,-0.05371,0.4104,jumping
3,-1.89063,0.83325,0.23755,jumping
3,-1.52734,-0.11816,0.26782,jumping
3,-0.51733,-0.32959,0.35181,jumping
3,1.09888,0.1001,0.06885,jumping
3,1.13794,0.67944,-0.27222,jumping
3,-0.05566,3.25586,-1.15747,jumping
3,1.10791,2.81665,-2.12573,jumping
3,1.72046,2.3728,-2.10547,jumping
3,1.30176,3.19092,-1.6958,jumping
3,0.88159,1.41748,-0.78882,jumping
3,-0.09399,-0.07568,0.15356,jumping
3,-0.08472,-0.71021,0.22266,jumping
3,-0.91772,0.20605,0.17651,jumping
3,-1.91162,1.02026,0.37842,jumping
3,-1.49243,-0.47998,0.27759,jumping
3,0.05762,-0.32495,0.50952,jumping
3,1.37061,0.46533,-0.00635,jumping
3,0.84448,1.17749,-0.9375,jumping
3,1.24463,3.03638,-2.3562,jumping
3,1.68433,2.15454,-2.62036,jumping
3,1.46924,2.0603,-2.10156,jumping
3,1.50952,1.8103,-1.65698,jumping
3,0.68994,0.36279,-0.29004,jumping
3,-0.13208,-0.23071,-0.07227,jumping
3,-0.44019,-0.71558,0.02148,jumping
3,-1.37891,0.79053,0.45654,jumping
3,-1.63062,0.50903,0.55591,jumping
3,-0.78174,-0.31104,0.65942,jumping
3,0.69019,0.5769,0.48438,jumping
3,1.51416,1.01172,-0.74072,jumping
3,1.16577,1.89673,-1.59863,jumping
3,1.3894,2.46484,-1.76318,jumping
3,1.51855,2.09814,-1.83545,jumping
3,1.51123,2.22729,-1.71924,jumping
3,1.46094,1.39258,-1.02539,jumping
3,0.7959,-0.26392,-0.23096,jumping
3,-0.00317,-0.34644,0.13477,jumping
3,-0.38013,-0.13672,-0.0022,jumping
3,-1.52905,0.92651,0.44824,jumping
3,-1.6748,0.29517,0.59497,jumping
3,-0.50488,-0.48926,0.34351,jumping
3,0.73267,0.35669,0.24585,jumping
3,1.5686,0.78174,-0.79565,jumping
3,1.74902,2.32202,-1.58911,jumping
3,1.80298,2.36426,-1.8269,jumping
3,1.802,2.07935,-1.75269,jumping
3,1.98242,1.69019,-1.31763,jumping
3,1.13721,0.15674,-0.69287,jumping
3,0.00269,-0.59741,-0.14746,jumping
3,-0.60522,0.09106,0.21411,jumping
3,-1.15186,0.74805,0.36084,jumping
3,-1.08472,-0.10205,0.35449,jumping
3,-0.72241,0.04004,0.37939,jumping
3,0.19824,0.18066,0.31152,jumping
3,1.51001,-0.30884,-0.33032,jumping
3,1.93896,0.91113,-1.19189,jumping
3,2.10254,1.9082,-1.88159,jumping
3,2.26123,1.69531,-1.89893,jumping
3,2.2085,1.47168,-1.9873,jumping
3,1.81812,0.57031,-1.11377,jumping
3,0.59668,-0.6416,0.10449,jumping
3,-0.82617,0.07568,0.4856,jumping
3,-1.48096,0.54614,0.26465,jumping
3,-1.03613,-0.22119,0.09692,jumping
3,-0.94165,0.05811,0.59131,jumping
3,0.10767,0.03809,0.48145,jumping
3,1.07593,0.05981,0.07251,jumping
3,1.57764,0.96606,-0.71021,jumping
3,2.00293,2.29663,-1.73169,jumping
3,1.91577,1.92847,-1.76953,jumping
3,2.37378,2.01685,-1.98022,jumping
3,1.87744,1.448,-1.20435,jumping
